name,merchant_abn,eariningmean2015-2016,eariningmean2016-2017,eariningmean2017-2018,eariningmean2018-2019,eariningmean2019-2020,earners2015-2016,earners2016-2017,earners2017-2018,earners2018-2019,earners2019-2020,earningmedian2015-2016,earningmedian2016-2017,earningmedian2017-2018,earningmedian2018-2019,earningmedian2019-2020,earningsum2015-2016,earningsum2016-2017,earningsum2017-2018,earningsum2018-2019,earningsum2019-2020
Accumsan Convallis Ltd,98121323050,33088.454,34420.715,34499.324,35821.779,35047.434,2903.604,2975.953,3036.55,3074.863,3105.065,26229.85,26930.798,27599.277,28726.244,28414.666,170076051.059,179216590.997,184844655.508,192941453.821,194692500.399
Accumsan Corporation,86889657711,32500.838,33714.165,34339.611,35098.011,36364.839,3218.156,3337.9,3407.9,3463.602,3499.861,25664.775,26341.892,27067.272,28071.364,28476.782,209024495.728,220856439.795,232281833.495,242177647.799,249678666.586
Accumsan Inc.,46600268436,34111.544,35066.896,35448.367,36519.701,36216.231,2953.274,3049.902,3114.25,3162.211,3191.466,27138.9,27815.882,28552.72,29564.08,29643.126,172545320.55,181418014.722,189107216.553,197474800.729,200645256.915
Accumsan Institute,74175386039,34338.766,35562.073,35864.052,36706.635,36915.283,3156.963,3262.314,3334.572,3390.457,3429.246,27220.533,27990.272,28600.747,29566.914,29837.036,185694424.366,195578635.822,203345552.937,212182240.391,217201542.675
Accumsan Interdum Foundation,46969224554,33555.37,34468.55,35131.019,36480.057,36117.754,3031.075,3143.269,3226.02,3289.857,3327.734,26986.137,27551.97,28368.428,29454.322,29564.523,172740384.55,182535799.965,191701229.055,202233776.836,205709436.261
Accumsan Interdum Libero Associates,74353814311,32497.29,33490.339,33795.761,34741.408,34564.657,3139.692,3252.266,3332.452,3391.749,3440.276,25926.659,26626.439,27373.296,28231.726,28292.812,180999024.737,191537461.179,199664521.452,209446418.776,214505056.575
Accumsan Laoreet Ipsum Company,50532670634,38789.871,40550.423,40350.266,37343.818,34655.917,2209.939,2417.557,2447.177,2407.416,2398.953,31585.006,31904.671,32634.354,32759.041,31667.767,115303657.785,133772241.282,135978577.154,122829186.524,114245565.057
Accumsan Neque Consulting,75902032169,34864.993,35870.142,36354.323,37363.132,37196.414,3071.212,3178.441,3251.954,3306.591,3342.562,27606.184,28244.588,29015.719,30030.2,30150.655,184522093.255,194768077.109,203561488.951,212573900.238,216429581.146
Accumsan PC,66302484683,33221.749,35009.869,34868.552,35612.164,34880.949,2619.555,2712.857,2772.226,2822.647,2863.01,26741.173,27732.032,28361.118,29518.849,29123.056,148851653.043,159634076.593,165483964.616,173677324.463,175482459.104
Accumsan Sed LLP,91630014920,33988.783,34944.082,35463.829,36505.93,36092.673,3045.982,3147.408,3219.012,3272.845,3307.623,27031.961,27669.388,28491.74,29456.064,29476.506,179773395.881,189286446.065,197663830.04,206815880.228,209718786.34
Ad Corporation,23787788327,35542.181,36609.083,37121.381,38256.054,37727.504,3153.346,3262.232,3336.772,3393.514,3430.978,28271.572,29011.256,29815.395,30844.467,30860.633,186899659.689,197225211.96,206046195.715,215804073.649,218534276.489
Ad Litora Institute,74780446526,35598.331,36657.189,37128.065,38296.643,37966.042,3207.017,3320.375,3395.575,3452.689,3489.079,28314.354,28942.243,29730.208,30798.714,30851.663,190245830.121,200579566.04,209506487.908,219144022.352,222934754.597
Adipiscing Associates,53772871046,33711.203,34767.211,35174.431,36269.207,36173.799,3018.302,3115.355,3183.917,3235.605,3269.148,26935.607,27636.425,28339.632,29371.17,29452.674,177332962.264,186745095.966,194653639.933,203396659.233,207562580.682
Adipiscing Elit Associates,86885252971,34872.938,36123.016,36505.348,37710.115,37812.46,3121.972,3231.855,3306.426,3358.575,3389.012,27462.178,28190.608,28943.54,30068.618,30381.705,190860972.624,201722465.877,210327385.755,220283828.349,224213250.126
Adipiscing Elit Company,65739256790,31839.818,33015.506,33539.832,34078.629,34595.699,2691.123,2802.627,2868.599,2926.873,2954.5,26090.631,26758.47,27615.391,28529.699,28770.609,149550039.236,159175391.322,166821794.726,173837175.608,179096460.076
Adipiscing Elit Curabitur PC,49125619545,34172.874,35142.789,35587.472,36630.515,36387.634,3018.795,3124.528,3193.385,3247.125,3281.362,27180.136,27837.017,28577.717,29590.019,29666.472,178221107.769,187890064.278,196116057.532,205025967.218,208667009.759
Adipiscing Elit Etiam Incorporated,33032934489,34685.745,35813.128,36235.209,37284.934,37178.071,3193.066,3308.193,3383.74,3439.714,3475.409,27563.456,28288.661,29070.479,30112.053,30227.41,189909054.246,201123514.09,210130971.793,219768098.43,223856849.716
Adipiscing Elit Foundation,45433476494,34543.035,35556.779,36062.445,37146.285,36911.839,3090.557,3197.944,3270.916,3326.392,3361.773,27340.298,28001.871,28775.523,29794.886,29887.191,184809341.111,194929777.04,203766354.29,213100384.516,216852808.091
Adipiscing Elit Inc.,49837617638,35824.76,37065.896,37244.544,38892.653,38026.275,3241.197,3352.412,3425.658,3483.393,3505.125,28502.738,29213.923,29789.652,30849.952,30898.251,201265277.86,212186948.483,219559489.283,231760144.32,232628134.328
Adipiscing Elit Incorporated,22470136913,34093.492,35080.722,35613.72,36726.164,36539.429,3094.699,3204.048,3278.581,3334.698,3369.533,27100.573,27754.031,28526.715,29547.417,29658.114,182485011.941,192583429.678,201534955.575,210895897.559,214837887.052
Adipiscing Elit PC,15903176024,34278.64,35337.174,35711.555,36715.761,36553.511,3068.433,3174.081,3245.594,3299.94,3335.153,27258.364,27920.414,28637.793,29627.51,29759.293,180628228.565,190597693.765,198744390.479,207602312.481,211493876.279
Adipiscing Enim LLC,89502033586,34617.782,35634.834,36093.212,37161.126,36889.84,3086.922,3192.079,3263.942,3319.525,3354.767,27476.86,28130.139,28898.721,29925.701,29998.333,183459638.232,193357462.003,201816168.483,211017044.276,214648815.41
Adipiscing Enim LLP,41881349154,34322.57,35347.44,35901.18,36884.339,36625.958,3046.082,3153.396,3224.081,3278.371,3312.349,27154.707,27847.894,28661.358,29628.092,29698.313,182130158.634,192049808.015,200984269.144,209882473.458,213369602.075
Adipiscing Foundation,97444574441,43860.161,45707.354,45783.316,45301.807,47327.845,3808.667,3944.489,4047.06,4122.103,4225.031,35950.121,36963.692,37632.722,38698.563,39986.552,186541552.71,198494330.674,208370761.931,218116454.399,229656431.819
Adipiscing Fringilla Porttitor Ltd,89133730546,20546.329,20104.153,21558.916,21713.84,22748.152,2120.782,2244.362,2316.489,2345.732,2396.915,15224.133,15121.744,15875.224,16364.085,16741.129,144614506.616,152228672.74,167257942.589,172725397.281,183169146.782
Adipiscing Inc.,27573216953,36577.27,37685.352,37458.517,37851.313,37807.869,2780.001,2862.017,2916.134,2957.369,2986.73,28952.058,29723.601,30369.436,31091.657,31045.92,162018801.143,169724802.551,175472421.547,183695433.13,185922580.853
Adipiscing Industries,60240099150,33891.824,34793.737,35212.987,36021.234,35853.495,3032.556,3133.505,3208.401,3263.598,3299.152,26789.056,27425.534,28171.696,29074.679,29201.213,180043882.254,189388886.21,197829304.551,206622942.961,210142465.435
Adipiscing Institute,23710434768,34329.285,35513.473,36226.265,37281.19,37013.626,3097.514,3208.678,3279.926,3336.537,3373.325,27451.312,28231.094,29141.848,30128.878,30181.938,180047919.445,190496657.807,199380747.38,208601466.563,212239648.584
Adipiscing Lacus Limited,50185854379,35668.539,36505.046,36960.307,38070.935,37871.011,3279.345,3390.978,3464.632,3523.671,3561.05,28201.869,28737.109,29481.964,30585.683,30683.541,199102087.168,209112772.027,218819798.531,228527870.542,232993691.838
Adipiscing Lacus Ut Corp.,20131680113,35134.636,36094.826,35971.968,37272.432,35809.683,3078.298,3191.343,3275.78,3340.867,3368.902,28086.806,28664.725,29429.147,30560.413,30107.7,180733171.901,191011749.541,197365763.156,207167685.377,207903512.845
Adipiscing Ligula Corp.,83271526845,34902.689,35922.766,36301.525,37306.826,37040.191,3029.049,3138.036,3208.022,3262.112,3294.399,27675.942,28322.882,29054.362,30073.412,30146.306,179962414.03,189906910.223,198180615.057,206944234.73,210392651.552
Adipiscing Ligula Foundation,23046605325,33790.842,34920.036,35267.782,36343.59,36266.848,3043.444,3154.75,3226.345,3284.636,3323.894,26942.479,27662.316,28387.158,29346.42,29568.357,176532795.136,187155513.117,194507651.474,203745371.682,207821378.828
Adipiscing Ligula Limited,90459292204,32956.862,33998.905,34413.561,35393.613,35401.492,2780.184,2877.271,2941.92,2993.165,3026.978,26477.21,27138.758,27969.31,28928.783,29118.712,159834512.99,168957063.783,176442524.677,184564947.301,189229140.727
Adipiscing Lobortis Institute,48701447259,34513.566,35514.916,35954.955,37078.32,36731.219,3098.22,3204.076,3274.768,3329.954,3366.044,27419.088,28072.594,28848.35,29879.679,29935.104,183682299.842,193476904.722,201772383.659,211101239.859,214621520.858
Adipiscing Lobortis Risus Corporation,89107518982,34549.733,35567.555,36078.129,37054.326,36849.057,3111.008,3218.328,3288.714,3343.725,3378.523,27461.2,28112.217,28904.203,29890.912,30007.343,184631808.162,194794115.344,203561945.295,212463115.287,216145634.146
Adipiscing Mauris Associates,13297955415,35099.239,36445.733,36589.903,37789.356,37824.78,2794.453,2890.195,2962.895,3011.402,3042.347,27776.978,28521.725,29084.379,30212.231,30412.4,168361312.386,177952019.257,185285570.484,194571264.703,197797949.67
Adipiscing Mauris Molestie LLC,67465447214,34802.543,35895.584,36339.326,37386.963,37204.18,3085.524,3193.964,3264.566,3320.474,3357.145,27716.426,28439.441,29226.6,30272.129,30378.849,181019957.448,190948130.926,199190889.308,208139400.578,212135979.016
Adipiscing Non LLP,59589609053,35480.061,36568.668,37137.587,38127.454,38014.436,3179.445,3290.745,3364.904,3419.945,3453.092,28156.721,28836.423,29681.924,30642.465,30776.973,190530167.94,201289324.407,210654926.941,219991946.681,223959327.767
Aenean Egestas Hendrerit Ltd,54056521797,34562.635,35557.535,35891.416,37158.977,36705.918,3037.292,3137.803,3204.325,3258.177,3287.343,27345.441,28018.043,28692.158,29834.966,29822.848,186021535.672,195584630.975,203737534.131,213646178.65,216343689.323
Aenean Eget Corporation,11848576000,33693.265,34925.473,35340.039,36401.512,35447.883,2871.811,2998.754,3069.776,3118.035,3144.306,27119.848,27895.816,28750.931,29699.748,29439.222,168579065.587,179473710.45,187012093.414,195304814.772,195906949.978
Aenean Eget Inc.,51458444343,34471.51,35590.915,36025.845,37113.391,36781.194,3033.698,3143.022,3216.713,3277.665,3318.124,27449.501,28187.284,28941.021,29946.348,30004.462,180320919.909,190699917.916,198887491.26,208646275.486,212328697.948
Aenean Eget Incorporated,50600353536,33164.953,34292.23,34624.11,35761.508,35198.206,2884.058,2992.283,3059.595,3112.356,3149.2,26626.512,27210.446,27959.035,29044.334,28920.368,166773364.371,176947587.715,184002031.665,192786346.973,194952189.461
Aenean Eget Limited,51321276923,34481.036,35502.123,36055.353,37086.95,36841.642,3066.202,3176.673,3251.103,3308.707,3345.185,27439.235,28110.584,28945.685,29937.175,30025.294,179674030.471,189770918.679,198458497.56,207496162.417,211115169.049
Aenean Euismod Industries,52451319982,33314.109,34579.933,34722.041,36156.301,35128.746,2888.279,2983.425,3053.78,3104.621,3137.819,27124.65,27949.056,28553.719,29541.253,29446.429,162319613.909,172689883.476,179013392.445,188953983.022,190354029.795
Aenean Gravida Institute,47047735645,57023.0,56237.0,57176.0,59791.0,60988.0,7796.0,8400.0,9030.0,9422.0,9402.0,39048.0,36819.0,37254.0,38891.0,40326.0,444552892.0,472390078.0,516296697.0,563346766.0,573406852.0
Aenean Gravida Nunc Institute,80699593918,35979.85,36844.781,37375.131,38388.835,37982.354,3237.475,3338.672,3411.99,3473.184,3506.519,28495.231,29037.515,29893.589,30856.373,30902.213,193263859.624,202722552.504,211483516.592,221083341.042,224354717.392
Aenean LLC,70067721091,33753.709,35490.953,35801.869,36979.699,36869.421,3394.503,3520.735,3620.439,3682.049,3726.709,27273.942,28192.233,28874.855,29777.041,30070.397,196120782.94,209923530.259,220808598.914,230279318.194,235729786.391
Aenean LLP,74084069481,33635.276,34443.18,34785.576,35716.419,35928.89,3234.812,3344.04,3428.769,3496.433,3534.123,26930.978,27591.845,28218.594,29294.207,29536.522,186330369.76,194797335.654,204398490.799,213044664.082,219371043.529
Aenean Ltd,82143547560,33590.86,34477.19,34864.96,35803.859,35687.661,3048.646,3159.396,3238.685,3291.542,3324.987,26567.111,27114.177,27823.576,28871.689,28926.586,178931121.401,188754690.087,196440677.372,205092683.154,209057416.821
Aenean Massa Company,37238742140,36641.363,37676.647,38669.271,38210.761,38145.77,2725.341,2837.713,2872.788,2895.332,2887.934,30048.472,30989.001,32374.144,32816.217,32919.267,142386203.96,152243506.823,157812718.235,158377190.665,158838675.163
Aenean Massa Corporation,82417485604,34348.728,35547.075,35905.585,36801.635,36543.786,3053.376,3162.766,3233.265,3284.588,3319.742,27340.021,28052.407,28843.81,29782.986,29769.911,179813684.286,190313193.1,198141672.394,206700534.542,210489431.46
Aenean Massa Industries,19854089605,34748.954,35806.661,36313.369,37351.986,37050.45,3077.711,3184.086,3255.167,3309.464,3344.705,27475.765,28166.673,28965.132,29971.793,30023.76,184198328.126,194275745.693,202977470.505,212069147.271,215643454.929
Aenean Sed Corporation,28803237812,34428.701,35652.974,36148.315,37488.0,37257.446,3101.92,3212.097,3286.262,3349.13,3383.565,27032.669,27819.588,28507.99,29600.442,29588.826,185378808.046,195697992.797,203848208.969,214477263.513,218219764.06
Aenean Sed LLP,91633658840,37058.4,38386.419,38742.447,40019.254,39809.064,3445.391,3580.084,3666.411,3743.474,3800.333,29594.568,30463.851,31272.792,32385.858,32450.228,202217310.57,215260452.588,224592376.407,236451835.949,242142245.011
Aenean Sed Pede Company,93110588804,23124.783,23406.596,23097.75,23236.028,24168.264,2534.652,2613.473,2686.169,2761.287,2816.902,18512.682,18499.22,18612.112,19107.937,19711.18,157496269.521,161650456.948,165894760.914,173377170.506,182147684.455
Aliquam Adipiscing Company,71518311042,35070.412,36042.44,36547.107,37650.029,37442.212,3132.979,3243.997,3318.99,3377.855,3415.956,27753.846,28391.544,29172.102,30208.799,30284.417,187290494.348,197431889.52,206342892.867,215843447.056,219895153.234
Aliquam Adipiscing Institute,50423424106,34316.938,35333.175,35748.82,36732.336,36545.079,3082.118,3194.123,3267.639,3324.976,3359.796,27388.995,28057.102,28778.016,29781.778,29895.635,179716925.557,189623858.497,197825563.45,206760619.644,210505133.374
Aliquam Arcu Industries,71787414647,34380.006,35366.518,35808.354,36983.556,36647.048,3063.277,3167.45,3236.307,3289.245,3318.881,27175.798,27824.534,28574.496,29589.453,29663.701,185368072.947,195337084.973,203627572.26,212969798.096,216038607.329
Aliquam Arcu Limited,79710547245,34510.102,35640.976,36069.02,37089.78,36966.321,3075.618,3188.565,3264.695,3325.487,3363.931,27347.662,28044.063,28797.575,29789.479,29938.118,180862377.694,191407270.09,199532001.342,209004322.947,213340773.001
Aliquam Arcu Ltd,33344911835,34770.84,35708.208,36107.165,37174.297,36858.03,3074.818,3186.674,3258.937,3315.495,3349.024,27530.289,28177.294,28942.455,29974.755,30016.801,184996379.12,194990920.009,203545219.962,212802460.276,216796976.058
Aliquam Associates,34444004774,34082.111,35391.528,36260.893,37032.922,37959.544,3316.481,3451.382,3525.951,3591.253,3648.003,27608.142,28460.063,29472.155,30378.975,31065.872,191179498.955,204172563.903,214791915.826,222809232.431,231628085.353
Aliquam Auctor Associates,68559320474,34643.896,35669.757,36116.461,37198.679,36925.411,3079.697,3186.583,3258.546,3314.06,3350.541,27487.152,28154.661,28911.907,29933.825,29997.634,182458953.937,192410800.885,200862760.489,210063262.862,213776245.707
Aliquam Auctor Institute,22090875218,33700.767,34693.636,35414.445,36838.23,36570.329,3004.6,3112.887,3192.182,3263.197,3305.48,27028.04,27711.427,28578.625,29596.114,29841.807,174048814.272,184078486.151,193565094.1,204317605.735,208667767.976
Aliquam Auctor Velit LLP,75204058478,34008.197,34793.965,35155.979,36089.483,35922.486,3024.681,3126.128,3201.079,3257.142,3300.0,26901.932,27512.411,28209.714,29222.311,29375.184,181740132.278,190602265.025,198645841.809,207348940.356,211421022.873
Aliquam Consulting,46292420800,33971.401,35155.403,35676.762,36682.585,36297.221,2860.61,2956.848,3012.314,3053.885,3079.368,26968.58,27730.997,28515.487,29504.335,29425.948,166652673.477,175825944.771,183136881.889,190492092.448,192837204.011
Aliquam Enim Foundation,56709391097,34196.486,35276.29,35460.02,36318.583,36001.943,3034.093,3138.402,3210.78,3263.383,3292.606,27187.044,27884.604,28575.2,29547.522,29609.521,173878110.81,183461247.343,190720234.342,199276672.45,202116317.551
Aliquam Enim Incorporated,10255988167,35299.892,36390.664,36859.242,38058.015,37693.57,3231.73,3346.604,3428.586,3493.792,3530.845,28207.213,28896.169,29703.252,30796.076,30898.679,189703331.76,200624779.206,210294328.763,219995906.154,224084535.044
Aliquam Enim Ltd,64431686132,35425.537,36294.491,36699.621,38158.321,37586.236,3205.017,3314.242,3395.629,3461.126,3504.739,28079.517,28610.994,29372.576,30547.121,30497.568,189696170.069,199143880.383,208024619.532,218598803.841,221975506.245
Aliquam Erat Corp.,52529569808,35539.907,36520.332,36979.712,37935.37,37857.454,3166.95,3281.239,3356.594,3411.749,3446.55,28291.191,28864.684,29631.914,30649.179,30805.317,188867433.477,199104190.46,207799951.277,216944652.236,220666138.11
Aliquam Erat LLP,51253553943,29588.399,30845.383,30669.721,31894.407,32387.854,2745.135,2825.682,2893.969,2941.338,2998.649,23146.884,23680.287,24075.516,25122.366,25338.599,152644720.324,161506882.247,166831911.563,175899842.605,182831576.36
Aliquam Erat Volutpat Associates,74752814665,39423.187,40405.548,41117.842,42962.706,42159.376,3390.154,3511.384,3596.912,3661.78,3695.231,30212.376,30825.615,31601.223,32952.956,32745.791,213512189.519,225004167.102,236366784.88,249161682.49,252224989.175
