name,merchant_abn,revenue_level,take_rate,industry_tags,MappedIndustry
Quis Tristique Ltd,18582096775,b,5.03,hobby toy game,O
Est Vitae Ltd,18600250054,a,5.85,furniture home furnishings equipment manufacturers except appliances,T
Pellentesque A LLP,18645942609,b,4.56,digital goods books movies music,F
Aliquet Sem Ut LLP,18651012250,b,4.2,computer programming data processing integrated systems design,C
Maecenas Mi LLC,18653260078,b,3.59,books periodicals newspapers,G
Massa Rutrum Industries,18709053174,b,3.39,tent awning,X
Feugiat Non Lobortis Ltd,18714755910,a,5.61,watch clock jewelry repair,V
Amet Ante Vivamus Associates,18716225872,a,6.87,books periodicals newspapers,G
Ut Industries,18737319630,a,5.7,computers computer peripheral equipment software,J
Dolor Inc.,18814588565,b,4.85,equipment tool furniture appliance rent al leasing,S
Velit Pellentesque Ultricies Foundation,18883136194,a,6.93,lawn garden supply outlets including nurseries,W
Nunc Risus Corporation,18904790666,c,1.71,florists nursery stock flowers,U
Massa LLP,18905299698,b,3.93,art dealers galleries,L
Eu PC,18923178136,d,0.91,stationery office printing writing paper,D
At Velit Pellentesque Ltd,18924241226,d,0.6,computer programming data processing integrated systems design,C
Semper Et Consulting,18935690984,b,4.97,lawn garden supply outlets including nurseries,W
Metus In LLP,18949610555,a,6.47,shoe,B
Tincidunt Adipiscing Corp.,19054547079,a,6.65,gift card novelty souvenir,P
Dictum Industries,19111577631,a,6.54,opticians optical goods eyeglasses,I
Ante Dictum Mi Inc.,19119901659,c,2.4,stationery office printing writing paper,D
Metus Corp.,19127906616,a,6.31,books periodicals newspapers,G
Libero At LLC,19197006880,a,6.26,watch clock jewelry repair,V
A Scelerisque Associates,19237425345,c,2.04,cable satellite pay television radio,K
Nunc Pulvinar Industries,19249968599,d,1.31,computer programming data processing integrated systems design,C
Dignissim Lacus Corp.,19257772092,c,3.04,digital goods books movies music,F
Magna Sed Associates,19340071232,b,3.6,jewelry watch clock silverware,A
Massa Vestibulum Incorporated,19378069235,b,3.57,furniture home furnishings equipment manufacturers except appliances,T
Vestibulum Accumsan Incorporated,19401969640,b,3.9,art dealers galleries,L
Eget Metus Eu Institute,19455998870,e,0.42,shoe,B
Purus Industries,19458945909,a,6.48,telecom,Q
Euismod Urna Corp.,19465180165,a,6.73,shoe,B
Ut Dolor Corporation,19468125152,a,6.35,bicycle,Y
Commodo Ipsum Industries,19492220327,b,4.93,jewelry watch clock silverware,A
Faucibus Orci Incorporated,19573722372,a,6.88,cable satellite pay television radio,K
Nulla Integer Vulputate Institute,19575005485,b,3.76,opticians optical goods eyeglasses,I
Amet Consectetuer Adipiscing Associates,19585107705,c,1.81,bicycle,Y
Morbi Accumsan Industries,19618998054,c,1.52,tent awning,X
Molestie Sodales Mauris Industries,19633197919,c,2.45,telecom,Q
Nulla Semper LLP,19687751331,a,5.83,gift card novelty souvenir,P
Etiam Imperdiet Corporation,19734745008,c,2.17,shoe,B
Orci Phasellus Dapibus PC,19757865821,a,5.76,health beauty spas,N
Risus Duis Inc.,19770897283,c,2.81,books periodicals newspapers,G
Senectus Et PC,19811355860,b,3.77,bicycle,Y
Ac Feugiat LLP,19836429553,b,4.4,books periodicals newspapers,G
Pellentesque Habitant LLC,19839532017,b,4.94,cable satellite pay television radio,K
Elementum Sem LLP,19841142617,b,4.2,antique repairs restoration,R
Natoque Penatibus Et LLC,19844927419,a,6.42,shoe,B
Sed Nulla Ante Consulting,19848020292,a,6.34,health beauty spas,N
Aenean Massa Industries,19854089605,b,3.15,gift card novelty souvenir,P
Nunc Sit Incorporated,19892730735,a,6.48,health beauty spas,N
Arcu Vel Associates,19894828184,a,5.97,stationery office printing writing paper,D
Vestibulum Massa Rutrum Associates,19925160030,c,2.31,music musical instruments pianos sheet music,M
Dui Nec Corporation,19933438190,c,2.22,tent awning,X
Enim Gravida Ltd,19946380099,a,5.63,shoe,B
Hendrerit Donec Company,19986358096,c,1.93,books periodicals newspapers,G
Nascetur Ridiculus Industries,19988273819,b,3.95,opticians optical goods eyeglasses,I
Risus Nulla Institute,19995295153,e,0.22,bicycle,Y
Pellentesque Sed Dictum Foundation,20017721725,b,4.84,telecom,Q
In Industries,20036872831,c,2.75,digital goods books movies music,F
Dictum Sapien Associates,20073297612,b,4.0,artist supply craft,E
Adipiscing Lacus Ut Corp.,20131680113,b,3.26,furniture home furnishings equipment manufacturers except appliances,T
Dui Fusce Incorporated,20213430114,a,5.82,furniture home furnishings equipment manufacturers except appliances,T
Sed Eget Industries,20233857661,b,3.2,jewelry watch clock silverware,A
Eu Metus In LLP,20240471832,a,5.94,opticians optical goods eyeglasses,I
Mi Eleifend Egestas Corp.,20269486864,c,2.55,motor vehicle new parts,H
Nisi Nibh Associates,20284137308,a,6.87,motor vehicle new parts,H
Vivamus Rhoncus Ltd,20325086904,a,5.93,antique repairs restoration,R
Facilisis Lorem Foundation,20334248803,c,1.89,bicycle,Y
Nunc Interdum Feugiat Limited,20349182689,a,6.3,music musical instruments pianos sheet music,M
A Feugiat Inc.,20352820919,c,2.51,art dealers galleries,L
Sed Congue Limited,20364924160,a,5.73,computers computer peripheral equipment software,J
Nibh Phasellus Nulla Industries,20415536115,a,5.84,lawn garden supply outlets including nurseries,W
Ut Nisi Limited,20422223827,d,0.89,hobby toy game,O
Diam Lorem Industries,20435488659,a,6.58,bicycle,Y
Semper Dui Foundation,20443361465,a,6.68,lawn garden supply outlets including nurseries,W
Amet Industries,20445424481,a,6.29,digital goods books movies music,F
Nullam Nisl Maecenas PC,20450624188,b,3.59,watch clock jewelry repair,V
Arcu Vestibulum Ante LLC,20497101151,b,4.04,telecom,Q
Curabitur Sed LLC,20510478676,b,3.35,antique repairs restoration,R
Blandit Mattis Company,20520680348,a,6.77,florists nursery stock flowers,U
Erat Volutpat Nulla PC,20527255332,a,6.99,digital goods books movies music,F
Malesuada Malesuada Corporation,20544804614,b,4.97,florists nursery stock flowers,U
Sed Inc.,20549656225,b,4.65,telecom,Q
Euismod Est Corp.,20569508100,a,6.05,bicycle,Y
Litora Torquent Per LLP,20594162542,c,3.06,computers computer peripheral equipment software,J
Nunc Nulla Vulputate LLC,20606594082,c,2.56,antique repairs restoration,R
Eu Limited,20642885273,a,6.71,florists nursery stock flowers,U
Aliquet Molestie Limited,20692490685,d,1.19,stationery office printing writing paper,D
Convallis Dolor Quisque Associates,20717777781,a,6.51,artist supply craft,E
Lacus Vestibulum Lorem Institute,20717993088,a,6.69,motor vehicle new parts,H
Enim Consequat Inc.,20734004951,a,6.57,cable satellite pay television radio,K
Ultrices Posuere Cubilia Incorporated,20740910820,c,2.54,florists nursery stock flowers,U
Laoreet Lectus Limited,20774839004,b,4.09,bicycle,Y
Eu Tellus Phasellus PC,20781273791,b,3.37,art dealers galleries,L
Tincidunt Nunc Ac Ltd,20797699905,b,4.1,opticians optical goods eyeglasses,I
Ante Nunc Corporation,20803442676,b,3.79,art dealers galleries,L
Tincidunt Pede Institute,20833247272,b,3.67,stationery office printing writing paper,D
Gravida Sit Amet Corporation,20836895545,b,4.97,telecom,Q
Tempor LLP,20847737557,a,6.5,computers computer peripheral equipment software,J
Semper Dui LLP,20877828351,b,4.98,health beauty spas,N
Faucibus Orci Industries,20884516643,c,2.24,motor vehicle new parts,H
Pharetra Ut Industries,20885454195,b,4.94,cable satellite pay television radio,K
Semper Cursus Institute,20939962818,c,2.59,opticians optical goods eyeglasses,I
Semper Tellus PC,20985347699,a,6.1,tent awning,X
Non Luctus Sit Foundation,21003199892,c,3.07,books periodicals newspapers,G
Libero Inc.,21024150335,c,2.94,cable satellite pay television radio,K
Lorem Foundation,21025433654,a,6.55,digital goods books movies music,F
Nibh Phasellus Nulla Foundation,21046714053,a,5.88,computer programming data processing integrated systems design,C
Egestas A Consulting,21073645356,a,5.75,jewelry watch clock silverware,A
Venenatis Corp.,21094505909,a,6.38,furniture home furnishings equipment manufacturers except appliances,T
Enim Mi Limited,21156812402,a,6.73,opticians optical goods eyeglasses,I
Mauris Ipsum Porta LLC,21158149109,d,1.02,jewelry watch clock silverware,A
Sit Amet Associates,21162389643,a,6.3,hobby toy game,O
Urna Ut Tincidunt Ltd,21166508693,a,6.92,florists nursery stock flowers,U
Ornare Industries,21166782413,b,3.57,telecom,Q
Quis Diam Pellentesque Limited,21204719156,b,4.18,hobby toy game,O
Nullam Ut Foundation,21205587568,b,3.57,equipment tool furniture appliance rent al leasing,S
Quis Massa Mauris Corporation,21232022824,c,3.03,equipment tool furniture appliance rent al leasing,S
Lacus Quisque Industries,21263722044,b,4.57,jewelry watch clock silverware,A
Ultrices A LLP,21291463935,a,5.81,tent awning,X
At Risus Associates,21319642626,b,3.29,antique repairs restoration,R
Nullam Suscipit Est PC,21350600012,b,4.72,jewelry watch clock silverware,A
Sit Amet PC,21359184622,b,3.6,motor vehicle new parts,H
Magnis Dis Parturient PC,21384345425,c,2.52,motor vehicle new parts,H
Consectetuer Adipiscing Corp.,21437482304,a,5.71,computer programming data processing integrated systems design,C
Mauris Non Institute,21439773999,a,6.1,cable satellite pay television radio,K
Donec Corp.,21474173492,b,4.15,books periodicals newspapers,G
Cras Vulputate LLP,21498909695,a,6.72,computer programming data processing integrated systems design,C
Eleifend Nec Incorporated,21532935983,a,5.58,cable satellite pay television radio,K
Eu Consulting,21548346742,b,4.82,health beauty spas,N
Senectus Et Netus Corporation,21552853184,b,3.64,computer programming data processing integrated systems design,C
Dictum Eu LLP,21587176464,b,3.37,motor vehicle new parts,H
Et Netus Et Corp.,21614701484,c,2.71,books periodicals newspapers,G
Nulla Facilisi Sed LLP,21615741041,a,6.78,watch clock jewelry repair,V
Dapibus Rutrum Incorporated,21616154893,b,4.56,bicycle,Y
Aliquet Phasellus Limited,21635402842,a,5.51,watch clock jewelry repair,V
Ipsum Ltd,21645141747,a,6.58,motor vehicle new parts,H
Ante Vivamus Company,21667845371,c,1.43,bicycle,Y
Cras Institute,21667858163,a,5.6,health beauty spas,N
At Auctor Ullamcorper Incorporated,21702179125,c,2.65,gift card novelty souvenir,P
Phasellus Corporation,21755625204,b,3.47,art dealers galleries,L
Purus Gravida Sagittis Ltd,21772962346,a,6.63,florists nursery stock flowers,U
Odio A Ltd,21782713770,b,3.31,tent awning,X
Eu Corporation,21783961149,b,3.63,music musical instruments pianos sheet music,M
In Tincidunt Congue PC,21793603759,c,1.83,cable satellite pay television radio,K
Nullam Ut Inc.,21804816746,b,4.13,equipment tool furniture appliance rent al leasing,S
Praesent Eu LLP,21807339153,c,2.73,digital goods books movies music,F
In Tincidunt Congue LLP,21817899740,c,2.55,digital goods books movies music,F
Et Tristique Consulting,21820852598,b,4.62,computers computer peripheral equipment software,J
Varius Ultrices LLP,21881994118,a,5.93,stationery office printing writing paper,D
Nunc Interdum LLP,21887123887,c,1.97,watch clock jewelry repair,V
Vehicula Risus Nulla Ltd,21901704733,b,4.23,shoe,B
Arcu Vivamus LLC,21911286661,a,6.12,hobby toy game,O
Ut Dolor Consulting,21986309398,b,4.94,antique repairs restoration,R
Ipsum Suspendisse Corporation,22019281430,b,4.42,art dealers galleries,L
Molestie Sodales Foundation,22019664345,a,6.63,motor vehicle new parts,H
Mauris Magna Industries,22027671078,b,3.48,computer programming data processing integrated systems design,C
Suspendisse Non Leo PC,22033359776,b,3.1,motor vehicle new parts,H
Montes Nascetur Ridiculus Limited,22059270846,a,6.59,opticians optical goods eyeglasses,I
Parturient Montes LLC,22084888224,a,6.86,computers computer peripheral equipment software,J
Aliquam Auctor Institute,22090875218,c,2.59,shoe,B
Augue Ut LLP,22147354496,a,6.38,digital goods books movies music,F
Suscipit Nonummy Fusce PC,22155114860,b,4.46,computers computer peripheral equipment software,J
Sed Neque Limited,22168725907,b,3.82,florists nursery stock flowers,U
Mus Inc.,22184299297,b,4.3,lawn garden supply outlets including nurseries,W
Nec Company,22191978114,c,2.38,artist supply craft,E
Suspendisse Aliquet LLC,22206721435,b,4.65,digital goods books movies music,F
Malesuada Integer Id Foundation,22227727512,b,5.03,motor vehicle new parts,H
Taciti PC,22248828825,b,5.06,art dealers galleries,L
Viverra Maecenas Iaculis Ltd,22267067774,a,5.62,furniture home furnishings equipment manufacturers except appliances,T
Ipsum Suspendisse LLP,22288600259,a,6.77,artist supply craft,E
Hymenaeos Ltd,22298599094,b,3.59,health beauty spas,N
Elementum Sem Limited,22335198868,c,2.94,shoe,B
Ut Corp.,22395185606,a,5.67,furniture home furnishings equipment manufacturers except appliances,T
In Lorem Corporation,22407003576,b,3.49,antique repairs restoration,R
Quam Dignissim Pharetra Consulting,22469567189,a,6.99,computers computer peripheral equipment software,J
Adipiscing Elit Incorporated,22470136913,b,4.44,bicycle,Y
Consectetuer Inc.,22474703869,c,1.57,florists nursery stock flowers,U
Non Arcu Vivamus Foundation,22487474791,c,2.4,books periodicals newspapers,G
Iaculis Quis LLC,22503967537,d,1.21,antique repairs restoration,R
Semper Et Incorporated,22526511302,a,6.14,computer programming data processing integrated systems design,C
Cum Sociis Corp.,22528859307,a,6.4,watch clock jewelry repair,V
Tincidunt Congue Associates,22549192713,a,6.37,hobby toy game,O
Dui Augue LLP,22552769838,a,6.08,florists nursery stock flowers,U
Enim Non LLP,22575615382,b,4.57,opticians optical goods eyeglasses,I
A Aliquet Ltd,22578135006,b,3.87,furniture home furnishings equipment manufacturers except appliances,T
Laoreet Ipsum Industries,22606727520,b,4.59,books periodicals newspapers,G
Vivamus Limited,22614311069,a,6.34,equipment tool furniture appliance rent al leasing,S
Et Ipsum Cursus LLC,22615718811,a,6.63,florists nursery stock flowers,U
Auctor Non Incorporated,22629400849,b,3.55,computers computer peripheral equipment software,J
At Risus Nunc Foundation,22644977942,a,6.96,tent awning,X
Libero Corporation,22658353530,c,1.73,artist supply craft,E
Tellus Id Industries,22678591293,e,0.37,bicycle,Y
Dignissim Lacus Incorporated,22705725824,b,4.2,books periodicals newspapers,G
Ultricies Ornare Associates,22718657980,a,5.91,lawn garden supply outlets including nurseries,W
Vulputate Nisi Limited,22792191490,c,2.93,artist supply craft,E
Etiam Gravida Molestie LLP,22795471441,b,4.78,bicycle,Y
Viverra Inc.,22811128657,c,2.7,computer programming data processing integrated systems design,C
Feugiat Tellus Lorem Ltd,22812667768,c,2.38,digital goods books movies music,F
Eu Nulla Inc.,22840936261,a,6.42,digital goods books movies music,F
Semper Pretium Limited,22853038342,a,5.56,antique repairs restoration,R
Quam Vel PC,22883189698,b,3.21,art dealers galleries,L
In Consequat LLC,22900076341,c,2.47,computer programming data processing integrated systems design,C
Ipsum Non Industries,22926973508,b,3.32,telecom,Q
Est Mauris Rhoncus Corporation,22953464223,b,4.46,cable satellite pay television radio,K
Vestibulum Ante Corporation,22961647681,c,1.96,opticians optical goods eyeglasses,I
A Malesuada Id Institute,22997201471,c,2.36,health beauty spas,N
Metus Aenean Inc.,23026499747,a,6.95,watch clock jewelry repair,V
Adipiscing Ligula Foundation,23046605325,a,5.84,digital goods books movies music,F
Pede Inc.,23055736061,c,1.65,watch clock jewelry repair,V
Augue Id Ante Consulting,23078969912,a,6.42,furniture home furnishings equipment manufacturers except appliances,T
Cum Sociis Associates,23092329041,a,6.29,artist supply craft,E
Etiam Bibendum Fermentum LLC,23109950638,a,6.98,stationery office printing writing paper,D
Nam Ac Corp.,23144747020,c,2.92,opticians optical goods eyeglasses,I
Proin Vel Nisl PC,23222608112,c,2.61,opticians optical goods eyeglasses,I
Interdum Nunc Sollicitudin Foundation,23255291705,a,6.6,cable satellite pay television radio,K
Sed Incorporated,23290056758,a,6.74,computers computer peripheral equipment software,J
Sit Amet Inc.,23305324752,a,5.88,florists nursery stock flowers,U
Dui Incorporated,23322235350,a,5.66,stationery office printing writing paper,D
